org_pac_id,org_name,n_mddo,state,is_kaiser,ratio_fnb,ratio_non
7113029257,COASTAL MEDICAL ASSOCIATES,129,MA,false,0.9653,0.948
7113182809,PROMEDICA MULTI SPECIALTY PHYSICIANS,124,OH,false,1.1629,0.9969
7113340845,TIDALHEALTH SPECIALTY CARE LLC,128,MD,false,1.1958,1.2068
7113811795,MERITUS MEDICAL CENTER INC,182,MD,false,1.038,1.0447
7113822420,ALLERGY PARTNERS PLLC,104,NC,false,1.0332,1.114
7113830142,FAIRVIEW CLINICS,309,MN,false,0.6532,1.2244
7113834839,ST. LUKE'S HOSPITAL OF DULUTH,168,MN,false,0.9753,1.0359
7214076322,PLATINUM HOSPITALISTS LLP,135,NV,false,1.0983,0.4825
7214299866,BEAUMONT MEDICAL GROUP- SPECIALTY SERVICES,370,MI,false,1.0349,1.0998
7214827922,MERCY CLINIC EAST COMMUNITIES,309,MO,false,1.0945,0.7945
7214831114,"SOUTHWEST MEDICAL ASSOCIATES, LLC",132,NM,false,1.1736,1.0531
7214840867,TEXAS HEALTH CARE PLLC,200,TX,false,1.0328,1.2304
7214962117,CLS HEALTH PLLC,103,TX,false,1.0569,1.1205
7315019593,"BHS PHYSICIANS NETWORK, INC",305,TX,false,1.014,0.9974
7315086691,DISTRICT MEDICAL GROUP INC,174,AZ,false,1.1707,0.9153
7315166949,DLP CONEMAUGH PHYSICIAN PRACTICES LLC,119,PA,false,1.2873,1.2729
7315842002,HEALTHCARE PARTNERS AFFILIATES MEDICAL GROUP,496,CA,false,1.0499,0.7185
7315848140,ADVANCED DIAGNOSTIC IMAGING PC,205,TN,false,1.0591,1.15
7315934429,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,149,NV,false,1.0053,0.9179
7416054622,INTERMOUNTAIN MEDICAL HOLDINGS NEVADA INC,162,NV,false,0.9915,0.7231
7416100672,"HEALTH FIRST MEDICAL GROUP, LLC",307,FL,false,1.0694,0.8855
7416244496,PROSPECT CT MEDICAL FOUNDATION INC,124,CT,false,1.2471,1.3926
7416253828,TAMPA GENERAL MEDICAL GROUP INC,133,FL,false,1.1059,1.0876
7416840160,BUTLER MEDICAL PROVIDERS,105,PA,false,1.1567,1.1423
7416851852,MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE INC,177,SC,false,1.0576,1.0063
7416860440,MERCY HEALTH SYSTEM CORPORATION,282,WI,false,1.1874,0.8622
7416860663,ORTHOPAEDICS-INDIANAPOLIS INC,105,IN,false,1.0626,1.0119
7416861885,TRINITY HEALTH MID-ATLANTIC MEDICAL GROUP,161,PA,false,1.2035,1.2643
7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,423,MO,false,0.9562,0.9217
7416869516,UC REGENTS,195,CA,false,1.119,1.4954
7416869896,LOS ANGELES COUNTY DEPARTMENT OF MENTAL HEALTH,103,CA,false,0.9857,1.1198
7416946546,EVANS MEDICAL FOUNDATION INC,332,MA,false,0.7181,0.9163
7517103955,OSU GENERAL INTERNAL MEDICINE LLC,149,OH,false,0.4204,0.6966
7517860588,MAINEHEALTH,1079,ME,false,0.8604,0.9201
7517863749,"STARLING PHYSICIANS, PLLC",129,CT,false,1.1552,1.0428
7517864754,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER EL PASO,122,TX,false,0.8477,0.8425
7517868508,REVERE HEALTH PC,142,UT,false,1.1388,1.0754
7618237264,"USACS INTEGRATED ACUTE CARE SERVICES OF TEXAS, PLLC",198,TX,false,1.031,0.3215
7618264532,CAPITAL HEALTH MEDICAL GROUP,265,NJ,false,1.0718,0.8936
7618270729,RMH MEDICAL GROUP LLC,104,VA,false,0.8503,0.7139
7618880097,KING COUNTY PUBLIC HOSPITAL DISTRICT NO 2,252,WA,false,1.0058,1.0638
7618880667,HAWAII PERMANENTE MEDICAL GROUP INC,431,HI,true,0.6534,0.5153
7618884230,STATE UNIVERSITY OF IOWA,608,IA,false,0.8236,0.9743
7618889213,TOWER HEALTH MEDICAL GROUP,252,PA,false,1.0321,0.9099
7618955667,CHS PHYSICIAN PARTNERS PC,381,NY,false,1.1667,1.191
7618960493,PINNACLE HEALTH MEDICAL SERVICES,438,PA,false,0.9373,0.9769
7719040385,"GENESIS MEDICAL GROUP, LLC",109,OH,false,1.0649,1.0664
7719882943,"ST PAUL PLACE SPECIALISTS, INC.",103,MD,false,1.0775,1.0472
7719899319,"CHRISTIE CLINIC, PLLC",101,IL,false,1.119,1.1722
7719899426,UNIVERSITY OF CHICAGO,715,IL,false,0.9392,1.163
7719899871,BANNER-UNIVERSITY MEDICAL GROUP,461,AZ,false,0.9608,1.1122
7719899897,MULTICARE HEALTH SYSTEM,730,WA,false,1.1005,1.1344
7719979509,COMMUNITY MEDICINE ASSOCIATES,168,TX,false,1.0401,0.6725
7810117223,CONCORD MEDICAL GROUP OF TEXAS PLLC,210,TX,false,0.875,0.836
7810129640,"FLORIDA HOSPITAL MEDICINE SERVICES, LLC",149,FL,false,1.1949,0.7432
7810204831,ACCESS TELECARE PLLC,187,TX,false,1.0817,1.1255
7810291432,"CAREPOINT EMERGENCY MEDICINE, PLLC",108,CO,false,0.9723,1.181
7810800661,DIGNITY HEALTH MEDICAL FOUNDATION,702,CA,false,1.0066,0.92
7810800935,ADVOCATE HEALTH AND HOSPITALS CORPORATION,1346,IL,false,1.0038,0.8817
7810809076,NORTH IOWA MERCY CLINICS,110,IA,false,1.059,1.0806
7911003330,HACKENSACK MERIDIAN HEALTH MEDICAL GROUP - PRIMARY CARE PC,225,NJ,false,1.0997,1.0357
7911801410,PHYSICIANS REFERRAL SERVICE,769,TX,false,0.9514,1.141
7911802079,ARKANSAS HEALTH GROUP,240,AR,false,1.0875,1.0854
7911807128,CLEVELAND CLINIC FLORIDA,330,FL,false,1.0808,0.9086
7911810171,COUNTY OF VENTURA,199,CA,false,1.1675,1.0999
7911810882,MERCY CLINICS INC,190,IA,false,1.0871,1.2175
7911819180,JEFFERSON UNIVERSITY PHYSICIANS,609,PA,false,1.0375,1.1994
7911819438,PARK NICOLLET CLINIC,725,MN,false,0.6977,0.7086
8022243971,BAYLOR COLLEGE OF MEDICINE,535,TX,false,0.9814,1.1077
8022440056,BON SECOURS MEDICAL GROUP RICHMOND SPECIALTY CARE LLC,145,VA,false,1.1122,1.1562
8022904473,COMMUNITY CARE PHYSICIANS PLLC,129,NY,false,1.0967,0.9066
8022905322,REHABILITATION ASSOCIATES INC,169,CT,false,1.0791,1.1317
8022914522,"EMERGENCY MEDICINE ASSOCIATES P.A., P.C.",394,VA,false,1.1628,0.5271
8022919570,"MEMORIAL HEALTH PARTNERS FOUNDATION, INC",145,TN,false,1.1254,1.2927
8022922475,REGENTS OF THE UNIVERSITY OF CALIFORNIA,176,CA,false,0.694,0.5113
8022927342,CATHOLIC HEALTH INITIATIVES COLORADO,531,CO,false,1.1277,0.9769
8123188117,"EMERSON PRACTICE ASSOCIATES, INC",104,MA,false,1.3193,0.9096
8123260981,CENTERS FOR ADVANCED ORTHOPAEDICS LLC,133,MD,false,1.0452,1.0029
8123291739,WELLMONT MEDICAL ASSOCIATES INC,156,TN,false,1.1378,0.9994
8123912136,AKDHC LLC,100,AZ,false,1.0191,1.0655
8123923604,SCOTT AND WHITE CLINIC,1088,TX,false,0.9504,0.7447
8123927373,SOUTH BROWARD HOSPITAL DISTRICT,273,FL,false,0.9461,1.002
8123938115,HENDERSON COUNTY HOSPITAL CORPORATION,104,NC,false,1.0721,0.9474
8224031307,MCLEOD PHYSICIAN ASSOCIATES II,157,SC,false,1.0487,1.1708
8224068424,BERKSHIRE FACULTY SERVICES INC,116,MA,false,0.9988,0.88
8224282926,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,137,NY,false,0.865,0.8429
8224928965,MARIETTA MEMORIAL HOSPITAL,153,OH,false,1.2193,1.0957
8224933619,OCHSNER CLINIC LLC,1080,LA,false,1.01,0.9024
8224935754,HOLSTON MEDICAL GROUP PC,103,TN,false,1.0739,1.0092
8224941265,BAYLOR COLLEGE OF MEDICINE,282,TX,false,0.8088,0.7954
8325100480,PROVIDENCE HEALTH AND SERVICES- WASHINGTON,230,WA,false,0.8494,1.1401
8325412737,DUKE HEALTH INTEGRATED PRACTICE INC,1171,NC,false,0.8851,1.0862
8325942253,FREEMAN-OAK HILL HEALTH SYSTEM,163,MO,false,0.9883,0.9093
8325943707,"JOHNS HOPKINS COMMUNITY PHYSICIANS, INC",347,MD,false,0.773,0.5904
8325950215,SANFORD MEDICAL CENTER,270,SD,false,1.0762,1.1093
8325950983,PRISMA HEALTH UNIVERSITY MEDICAL GROUP,947,SC,false,1.0293,0.982
8325952773,CENTRAL CALIFORNIA FACULTY MEDICAL GROUP INC,131,CA,false,1.006,1.0625
8325952914,LAKELAND REGIONAL HEALTH SYSTEMS INC,223,FL,false,0.971,0.9768
8426076670,"HEALTH CARE AUTHORITY FOR BAPTIST HEALTH, AN AFFILIATE OF UABHS",104,AL,false,1.0288,1.128
8426112350,PHOEBE PHYSICIAN GROUP INC,179,GA,false,1.1008,0.9317
8426136797,MOUNT NITTANY MEDICAL CENTER HEALTH SERVICES INC,112,PA,false,1.14,0.8989
8426231119,VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,151,VA,false,1.1985,0.9191
8426413931,EMERGENCY MEDICINE SERVICES OF FL LLC,424,FL,false,1.0006,0.7374
8426951328,PIH HEALTH PHYSICIANS,320,CA,false,1.1259,0.9681
8426955733,CHILDREN'S HOSPITAL MEDICAL CENTER,124,OH,false,0.928,1.1016
8426960360,UT PHYSICIANS,724,TX,false,1.0264,1.0517
8426967803,SANFORD MEDICAL CENTER FARGO,408,ND,false,1.0126,1.0884
8527953660,ATLANTICARE PHYSICIAN GROUP PA,187,NJ,false,1.0568,0.9855
8527960533,TJH MEDICAL SERVICES PC,111,NY,false,1.0701,1.1088
8527972546,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,1064,NY,false,0.9799,1.165
8527972900,PROLIANCE SURGEONS INC P S,142,WA,false,1.0812,1.0253
8628087681,UNIVERSITY PHYSICIAN GROUP,205,MI,false,1.0989,1.2411
8628153087,PARAGON EMERGENCY SERVICES LLC,217,FL,false,0.8905,0.5457
8628253424,NORTHSIDE SURGICAL PROFESSIONAL SERVICES LLC,159,GA,false,1.0607,1.1145
8628327384,ECS WESTERN MICHIGAN PC,149,MI,false,1.3618,1.5377
8628972759,SHARP REES-STEALY MEDICAL GROUP INC,488,CA,false,1.0251,1.0555
8628980943,ASCENSION MEDICAL GROUP-SOUTHEAST WISCONSIN INC,260,WI,false,1.276,1.119
8628982949,THE METROHEALTH SYSTEM,427,OH,false,0.6593,0.8199
8628986668,SALEM HEALTH,168,OR,false,0.8838,0.9922
8729111513,ST CHARLES HEALTH SYSTEM INC,141,OR,false,1.1153,1.0396
8729277314,MEMORIALCARE MEDICAL FOUNDATION,315,CA,false,1.2127,0.9171
8729351077,PENN STATE HEALTH MEDICAL GROUP LLC,248,PA,false,0.856,0.8581
8729983416,UNIVERSITY OF TOLEDO PHYSICIANS LLC,170,OH,false,1.0027,1.1237
8729990239,UNIVERSITY OF PITTSBURGH PHYSICIANS,1445,PA,false,0.9031,0.9791
8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,518,IA,false,0.912,0.9261
8820178288,PEACEHEALTH,108,WA,false,0.9962,0.8458
8820900293,WARREN CLINIC INC,414,OK,false,1.0508,1.0584
8820900749,BELLIN MEMORIAL HOSPITAL INC,170,WI,false,1.2424,1.0933
8820901408,THE EMORY CLINIC INC,1390,GA,false,0.8344,1.0102
8820995434,WASHINGTON REGIONAL MEDICAL SYSTEM,121,AR,false,0.9459,0.9569
8921091786,VITALMD GROUP HOLDING LLC,390,FL,false,1.0813,1.3049
8921273038,BANNER HEALTH PHYSICIANS COLORADO LLC,109,CO,false,1.0022,1.0598
8921900044,RHODE ISLAND HOSPITAL,126,RI,false,0.863,1.0349
8921903147,JOHNS HOPKINS UNIVERSITY,1138,MD,false,0.8698,1.1103
8921903923,SENTARA MEDICAL GROUP,606,VA,false,0.9321,0.784
8921910225,PERMANENTE MEDICAL GROUP INC,6057,CA,true,0.5488,0.3627
8921910894,CAMBRIDGE PUBLIC HEALTH COMMISSION,301,MA,false,0.7074,0.6807
8921911587,KANSAS UNIVERSITY PHYSICIANS INC,767,KS,false,0.9507,1.0427
8921993205,PROVIDENCE MEDICAL FOUNDATION,836,CA,false,1.1759,1.0084
8921999087,NORTH SHORE MEDICAL GROUP OF THE MOUNT SINAI SCHOOL OF MEDICINE,189,NY,false,0.9826,0.747
9032020490,"SELECT REHABILITATION, LLC",863,WA,false,1.0629,1.0143
9032021431,"DEACONESS HOSPITAL, INC.",164,IN,false,1.1733,0.727
9032022579,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,796,WA,true,0.6785,0.5368
9032023171,COUNTY OF SAN MATEO,130,CA,false,0.7118,0.7378
9032111281,BASS MEDICAL GROUP,210,CA,false,1.1629,1.3372
9032359534,EXER MEDICAL CORPORATION,100,CA,false,1.1735,1.1789
9032527221,USACS INTEGRATED ACUTE CARE SERVICES OF OHIO LLC,124,OH,false,1.28,0.7199
9133019821,STONY BROOK INTERNISTS UNIVERSITY FACULTY PRACTICE CORPORATION,260,NY,false,0.9329,0.9056
9133025869,"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",325,FL,false,0.9465,0.8822
9133032519,HACKENSACK MERIDIAN HEALTH MEDICAL GROUP - SPECIALTY CARE PC,890,NJ,false,1.0511,1.1986
9133038904,"DANA-FARBER CANCER INSTITUTE, INC.",292,MA,false,1.0147,1.0871
9133213192,BAYLOR ST. LUKE'S MEDICAL GROUP,116,TX,false,1.0187,0.8917
9234031444,WOMENS CARE FLORIDA LLC,182,FL,false,1.071,0.8309
9234033853,SCRIPPS HEALTH,717,CA,false,1.2346,1.2774
9234041708,PRESBYTERIAN HEALTHCARE SERVICES,651,NM,false,1.0035,0.9687
9234041997,RIDGEVIEW MEDICAL CENTER,107,MN,false,0.9184,0.8248
9234130329,INDIAN RIVER HEALTH SERVICES INC,114,FL,false,0.8607,0.8959
9234596743,"HOSPITAL MEDICINE SERVICES OF FL, LLC",299,FL,false,1.0163,0.755
9335042886,HEALTHPOINT,108,WA,false,0.4931,0.6806
9335059856,"ASPIRUS RHINELANDER AND TOMAHAWK HOSPITALS AND CLINICS, INC.",141,WI,false,1.2174,1.2938
9335138817,CENTRAL VERMONT MEDICAL CENTER INC,110,VT,false,0.9773,0.6475
9335379379,BELLE CHASSE PHYSICIAN SERVICES LLC,122,LA,false,0.8549,0.9965
9335672146,LEE HEALTH SYSTEM INC,620,FL,false,0.9524,0.8584
9436060969,THE UNITY HOSPITAL OF ROCHESTER,181,NY,false,0.8965,0.8095
9436061736,YALE UNIVERSITY,1036,CT,false,0.9071,1.0718
9436062296,HOUSTON COUNTY HEALTHCARE AUTHORITY,122,AL,false,1.137,0.9281
9436122496,AHS OKLAHOMA PHYSICIAN GROUP LLC,169,OK,false,1.0887,1.0027
9436139565,NCHMD INC,139,FL,false,0.9817,0.9571
9436140456,FOUNDATION MEDICAL PARTNERS INC,125,NH,false,1.2421,1.1953
9436157831,EASTSIDE HOSPITALISTS INC,128,FL,false,1.2586,0.3425
9436336120,PHYSICIAN PRACTICES OF MSMC LLC,102,FL,false,1.1076,1.0024
9537059084,ORLANDO HEALTH MEDICAL GROUP INC,824,FL,false,1.0374,1.0499
9537066584,MVHE INC,225,OH,false,0.9158,0.5941
9537071790,FORSYTH MEMORIAL HOSPITAL INC,116,NC,false,0.9481,0.7714
9537072657,EMERGENCY PHYSICIANS PROFESSIONAL ASSOCIATION,193,MN,false,1.0486,0.6882
9537072814,SWEDISH HEALTH SERVICES,139,WA,false,0.8403,0.468
9537073960,PEACEHEALTH,124,WA,false,1.0297,1.1062
9537076401,SELECT PHYSICAL THERAPY HOLDINGS INC,813,TN,false,1.0348,1.1021
9537108279,EMERGENCY AND ACUTE CARE MEDICAL CORPORATION,248,CA,false,1.2119,1.2901
9537119037,SHAWNEE MISSION MEDICAL CENTER INC,120,KS,false,1.0415,1.0133
9537155676,COMMUNITY MEMORIAL HEALTH SYSTEM,105,CA,false,1.3283,1.161
9537213079,GENERAL PHYSICIAN PC,185,NY,false,1.1968,1.2897
9537316393,THS PHYSICIAN PARTNERS INC,111,WV,false,1.1057,1.1616
9537316955,BARNABAS HEALTH MEDICAL GROUP PC,437,NJ,false,1.0722,1.1578
9537468574,MISSION HEALTH COMMUNITY MULTISPECIALTY PROVIDERS LLC,152,NC,false,1.0444,0.9069
9638072184,ST VINCENT PHYSICIAN SERVICES HOSPITAL AND HEALTH CARE CENTER,102,IN,false,0.8045,0.6976
9638073380,MONONGALIA COUNTY GENERAL HOSPITAL COMPANY,113,WV,false,1.1218,1.0264
9638208549,POUDRE VALLEY MEDICAL GROUP LLC,908,CO,false,0.9995,0.9307
9638215734,BAPTIST MEDICAL GROUP LLC,118,FL,false,1.079,0.8947
9638343924,"NORTHSIDE PRIMARY CARE PROFESSIONAL SERVICES,LLC",149,GA,false,1.098,1.267
9638457013,TMC MEDICAL NETWORK,126,AZ,false,1.0921,0.986
9638491574,SCL HEALTH MEDICAL GROUP - BILLINGS LLC,105,MT,false,1.0609,1.1824
9638617913,IU HEALTH MEDICAL GROUP LLC,1579,IN,false,0.9105,1.0055
9739091364,PACIFIC CENTRAL COAST HEALTH CENTERS,136,CA,false,1.1766,1.1695
9739092388,ENLOE MEDICAL CENTER,135,CA,false,1.0206,1.0405
9739093527,"KELSEY-SEYBOLD MEDICAL GROUP, PLLC",566,TX,false,0.8474,0.6173
9739097569,CHRISTIANA CARE HEALTH SERVICES INC,649,DE,false,0.8952,0.8601
9739098575,SANFORD BISMARCK,213,ND,false,1.2389,1.051
9739098617,KADLEC REGIONAL MEDICAL CENTER,160,WA,false,1.2621,1.0091
9739260019,AMERICAN CURRENT CARE PA,180,TX,false,0.8362,0.5234
9830002617,VIRGINIA MASON MEDICAL CENTER,353,WA,false,0.9065,1.0468
9830003417,UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,205,NJ,false,0.8547,1.2557
9830008770,WASHINGTON UNIVERSITY,1190,MO,false,0.9539,1.1051
9830082825,PIEDMONT PROVIDERS LLC,279,GA,false,1.0765,1.1344
9830082882,GENESISCARE USA OF FLORIDA LLC,108,FL,false,1.0408,1.0602
9830084540,"MEDICAL CLINIC OF NORTH TEXAS, PLLC",102,TX,false,0.9354,0.259
9830093640,COOPERATIVE HEALTHCARE SERVICES INC,112,GA,false,1.0633,1.0191
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,1292,CA,false,0.9643,0.9109
9830096585,CARILION MEDICAL CENTER,433,VA,false,0.8471,0.8351
9830133123,"BMC AFFILIATED PHYSICIANS, INC.",179,MA,false,1.3455,1.2322
9830222397,"VIRTUA MEDICAL GROUP, PA",767,NJ,false,1.0283,0.9398
9830244433,MILLENNIUM PHYSICIAN GROUP LLC,381,FL,false,1.0459,1.1686
9931001567,MEDHEALTH,256,TX,false,1.0998,1.0001
9931002078,WAKE EMERGENCY PHYSICIANS PA,135,NC,false,0.9197,0.6499
9931007929,SAINT FRANCIS MEDICAL CENTER,154,MO,false,1.1099,0.9892
9931010600,"NORTH MISSISSIPPI MEDICAL CENTER, INC.",107,MS,false,1.0935,1.1785
9931011434,PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,155,VA,false,0.7498,0.6184
9931013240,OPTUM MEDICAL CARE PC,533,NY,false,0.9255,0.8647
9931298155,INNOVIS HEALTH LLC,158,ND,false,0.9025,1.0197
9931378171,INTERFAITH PROFESSIONAL PHYSICIAN SERVICES PC,178,NY,false,1.1956,1.173
9931436912,USA HEALTH PHYSICIAN BILLING SERVICES LLC,147,AL,false,1.0912,1.2483
9931529062,ORTHOLONESTAR PLLC,145,TX,false,1.0305,0.9843
